job,marital,education,default,age,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
services,divorced,secondary,no,37,398,yes,yes,unknown,5,may,214,2,-1,0,unknown,no
admin.,single,tertiary,no,33,193,no,no,unknown,5,may,132,2,-1,0,unknown,no
admin.,married,secondary,no,46,-358,yes,no,unknown,5,may,358,2,-1,0,unknown,no
blue-collar,married,secondary,no,36,539,yes,yes,unknown,5,may,453,2,-1,0,unknown,no
technician,single,secondary,no,51,0,yes,no,unknown,5,may,364,2,-1,0,unknown,no
retired,single,primary,no,40,0,no,no,unknown,5,may,136,2,-1,0,unknown,no
blue-collar,married,secondary,no,42,490,yes,no,unknown,5,may,386,2,-1,0,unknown,no
blue-collar,married,secondary,no,51,0,yes,no,unknown,5,may,173,2,-1,0,unknown,no
blue-collar,married,unknown,no,49,403,yes,no,unknown,5,may,241,2,-1,0,unknown,no
management,married,secondary,no,48,161,yes,no,unknown,5,may,224,3,-1,0,unknown,no
technician,divorced,tertiary,no,32,2558,no,no,unknown,5,may,148,2,-1,0,unknown,no
admin.,single,secondary,no,31,98,yes,no,unknown,5,may,196,2,-1,0,unknown,no
management,single,tertiary,no,55,115,no,no,unknown,5,may,111,4,-1,0,unknown,no
blue-collar,single,secondary,no,40,436,yes,no,unknown,5,may,231,3,-1,0,unknown,no
technician,married,tertiary,no,47,831,yes,no,unknown,5,may,316,3,-1,0,unknown,no
technician,married,unknown,no,57,206,yes,no,unknown,5,may,216,3,-1,0,unknown,no
blue-collar,married,secondary,no,41,290,yes,no,unknown,5,may,240,2,-1,0,unknown,no
blue-collar,married,secondary,no,48,1,no,no,unknown,5,may,669,3,-1,0,unknown,no
blue-collar,married,unknown,no,42,57,yes,no,unknown,5,may,425,2,-1,0,unknown,no
blue-collar,single,secondary,no,30,-457,yes,no,unknown,5,may,143,2,-1,0,unknown,no
management,single,tertiary,no,58,1387,yes,no,unknown,5,may,174,5,-1,0,unknown,no
management,divorced,tertiary,no,45,24598,yes,no,unknown,5,may,313,3,-1,0,unknown,no
blue-collar,married,secondary,no,49,30,yes,no,unknown,5,may,135,4,-1,0,unknown,no
admin.,single,secondary,no,42,1022,yes,no,unknown,5,may,146,2,-1,0,unknown,no
technician,married,secondary,no,53,56,yes,yes,unknown,5,may,152,2,-1,0,unknown,no
admin.,single,secondary,yes,51,-2,no,no,unknown,5,may,402,3,-1,0,unknown,no
services,single,secondary,no,32,121,yes,no,unknown,5,may,213,2,-1,0,unknown,no
blue-collar,single,secondary,no,41,842,yes,no,unknown,5,may,144,3,-1,0,unknown,no
management,divorced,secondary,no,43,693,yes,no,unknown,5,may,124,3,-1,0,unknown,no
blue-collar,divorced,secondary,no,40,-333,yes,no,unknown,5,may,183,2,-1,0,unknown,no
blue-collar,married,primary,no,50,1533,yes,no,unknown,5,may,325,2,-1,0,unknown,no
management,married,tertiary,no,34,46,yes,no,unknown,5,may,39,4,-1,0,unknown,no
services,married,unknown,no,53,18,no,no,unknown,5,may,503,2,-1,0,unknown,no
technician,married,secondary,no,45,44,yes,no,unknown,5,may,95,4,-1,0,unknown,no
blue-collar,married,primary,no,39,-100,yes,no,unknown,5,may,680,2,-1,0,unknown,no
services,married,tertiary,no,44,510,yes,no,unknown,5,may,421,4,-1,0,unknown,no
management,married,tertiary,no,55,685,yes,no,unknown,5,may,174,3,-1,0,unknown,no
management,single,tertiary,no,46,187,yes,no,unknown,5,may,113,2,-1,0,unknown,no
blue-collar,married,secondary,no,45,66,yes,no,unknown,5,may,808,2,-1,0,unknown,no
admin.,married,secondary,no,34,560,yes,no,unknown,5,may,198,3,-1,0,unknown,no
blue-collar,married,secondary,no,36,0,yes,no,unknown,5,may,195,2,-1,0,unknown,no
unknown,divorced,unknown,no,59,27,no,no,unknown,5,may,347,3,-1,0,unknown,no
admin.,single,secondary,no,31,12,yes,no,unknown,5,may,208,2,-1,0,unknown,no
blue-collar,single,secondary,no,44,34,yes,no,unknown,5,may,404,4,-1,0,unknown,no
entrepreneur,single,tertiary,no,33,1068,yes,no,unknown,5,may,396,2,-1,0,unknown,no
blue-collar,married,secondary,no,40,211,yes,no,unknown,5,may,216,4,-1,0,unknown,no
admin.,single,tertiary,no,46,377,yes,no,unknown,5,may,98,2,-1,0,unknown,no
management,married,tertiary,no,48,263,yes,no,unknown,5,may,350,2,-1,0,unknown,no
services,married,secondary,no,42,1263,yes,no,unknown,6,may,114,2,-1,0,unknown,no
services,married,secondary,no,27,8,yes,no,unknown,6,may,88,3,-1,0,unknown,no
admin.,married,secondary,no,48,126,yes,yes,unknown,6,may,379,2,-1,0,unknown,no
admin.,married,secondary,no,59,230,yes,no,unknown,6,may,190,3,-1,0,unknown,no
technician,married,tertiary,no,46,841,yes,no,unknown,6,may,158,1,-1,0,unknown,no
admin.,divorced,secondary,no,38,308,yes,no,unknown,6,may,102,1,-1,0,unknown,no
management,divorced,tertiary,no,43,1,yes,no,unknown,6,may,306,1,-1,0,unknown,no
admin.,divorced,tertiary,no,38,86,yes,no,unknown,6,may,218,1,-1,0,unknown,no
student,single,secondary,no,23,157,yes,no,unknown,6,may,54,1,-1,0,unknown,no
services,married,secondary,no,34,22,yes,no,unknown,6,may,344,1,-1,0,unknown,no
admin.,married,secondary,no,38,46,yes,yes,unknown,6,may,195,1,-1,0,unknown,no
blue-collar,married,secondary,no,37,1293,no,no,unknown,6,may,652,1,-1,0,unknown,no
admin.,single,secondary,no,25,122,yes,no,unknown,6,may,286,1,-1,0,unknown,no
blue-collar,married,unknown,no,48,131,yes,no,unknown,6,may,189,1,-1,0,unknown,no
blue-collar,single,secondary,no,49,143,yes,no,unknown,6,may,83,1,-1,0,unknown,no
admin.,single,secondary,no,38,393,no,no,unknown,6,may,184,2,-1,0,unknown,no
blue-collar,married,primary,no,43,98,yes,no,unknown,6,may,235,1,-1,0,unknown,no
management,married,tertiary,no,33,0,yes,no,unknown,6,may,290,1,-1,0,unknown,no
blue-collar,married,secondary,no,55,224,yes,no,unknown,6,may,232,1,-1,0,unknown,no
blue-collar,married,secondary,no,38,757,yes,no,unknown,6,may,133,1,-1,0,unknown,no
services,married,secondary,no,49,245,yes,yes,unknown,6,may,318,1,-1,0,unknown,no
management,married,secondary,no,40,8486,no,no,unknown,6,may,260,3,-1,0,unknown,no
admin.,married,unknown,no,43,350,no,no,unknown,6,may,437,1,-1,0,unknown,no
blue-collar,married,secondary,no,38,20,yes,no,unknown,6,may,402,1,-1,0,unknown,no
services,married,secondary,no,58,1667,yes,yes,unknown,6,may,85,1,-1,0,unknown,no
technician,married,unknown,no,57,345,yes,no,unknown,6,may,125,1,-1,0,unknown,no
unemployed,married,secondary,no,32,10,yes,no,unknown,6,may,501,4,-1,0,unknown,no
management,married,tertiary,no,56,830,yes,yes,unknown,6,may,1201,1,-1,0,unknown,yes
blue-collar,divorced,unknown,no,58,29,yes,no,unknown,6,may,253,1,-1,0,unknown,no
retired,divorced,secondary,no,60,545,yes,no,unknown,6,may,1030,1,-1,0,unknown,yes
technician,married,tertiary,no,37,8730,yes,no,unknown,6,may,149,1,-1,0,unknown,no
technician,divorced,tertiary,no,46,477,yes,no,unknown,6,may,114,1,-1,0,unknown,no
admin.,married,secondary,no,27,4,yes,no,unknown,6,may,243,1,-1,0,unknown,no
blue-collar,married,secondary,no,43,1205,yes,no,unknown,6,may,769,2,-1,0,unknown,no
technician,single,secondary,no,32,0,yes,yes,unknown,6,may,135,3,-1,0,unknown,no
admin.,single,secondary,no,40,263,yes,no,unknown,6,may,231,1,-1,0,unknown,no
admin.,married,secondary,no,38,1,no,no,unknown,6,may,76,1,-1,0,unknown,no
blue-collar,married,secondary,no,34,283,no,yes,unknown,6,may,199,1,-1,0,unknown,no
blue-collar,married,primary,no,47,206,yes,no,unknown,6,may,152,1,-1,0,unknown,no
housemaid,married,primary,no,42,17,yes,no,unknown,6,may,124,1,-1,0,unknown,no
technician,married,secondary,no,48,141,yes,yes,unknown,6,may,424,1,-1,0,unknown,no
self-employed,single,tertiary,no,29,16,yes,no,unknown,6,may,43,1,-1,0,unknown,no
services,married,secondary,no,50,206,yes,no,unknown,6,may,154,1,-1,0,unknown,no
technician,married,unknown,no,52,7,no,no,unknown,6,may,203,2,-1,0,unknown,no
management,married,tertiary,no,50,0,no,no,unknown,6,may,326,1,-1,0,unknown,no
retired,married,tertiary,no,58,0,no,no,unknown,6,may,393,1,-1,0,unknown,no
blue-collar,divorced,primary,no,46,1927,yes,no,unknown,6,may,241,3,-1,0,unknown,no
technician,married,secondary,no,38,284,yes,no,unknown,6,may,483,1,-1,0,unknown,no
blue-collar,married,secondary,no,46,1660,yes,no,unknown,6,may,259,1,-1,0,unknown,no
services,single,secondary,no,32,406,yes,no,unknown,6,may,227,1,-1,0,unknown,no
blue-collar,married,primary,no,51,230,yes,no,unknown,6,may,673,1,-1,0,unknown,no
admin.,single,secondary,no,39,-25,yes,no,unknown,6,may,576,1,-1,0,unknown,no
admin.,married,secondary,no,48,182,yes,no,unknown,6,may,180,2,-1,0,unknown,no
entrepreneur,married,tertiary,no,36,1169,yes,no,unknown,6,may,168,2,-1,0,unknown,no
admin.,divorced,secondary,no,34,67,yes,no,unknown,6,may,90,1,-1,0,unknown,no
technician,married,secondary,no,40,77,no,no,unknown,6,may,505,1,-1,0,unknown,no
unemployed,married,secondary,no,43,0,yes,no,unknown,6,may,245,1,-1,0,unknown,no
blue-collar,divorced,primary,no,52,55,yes,yes,unknown,6,may,186,1,-1,0,unknown,no
technician,married,secondary,yes,33,72,yes,no,unknown,6,may,623,1,-1,0,unknown,no
management,single,tertiary,no,49,163,yes,no,unknown,6,may,496,3,-1,0,unknown,no
management,single,tertiary,no,32,151,yes,no,unknown,6,may,118,1,-1,0,unknown,no
admin.,single,secondary,no,39,113,yes,no,unknown,6,may,342,1,-1,0,unknown,no
blue-collar,married,secondary,no,40,0,yes,no,unknown,6,may,225,1,-1,0,unknown,no
technician,single,tertiary,no,38,9,yes,no,unknown,6,may,185,3,-1,0,unknown,no
management,married,secondary,no,43,375,yes,no,unknown,6,may,196,2,-1,0,unknown,no
services,married,secondary,no,39,1142,yes,no,unknown,6,may,276,1,-1,0,unknown,no
blue-collar,married,primary,no,54,2102,yes,no,unknown,6,may,76,1,-1,0,unknown,no
technician,single,tertiary,no,38,4325,yes,no,unknown,6,may,87,1,-1,0,unknown,no
blue-collar,married,secondary,no,40,217,yes,no,unknown,6,may,195,1,-1,0,unknown,no
admin.,married,secondary,no,55,131,yes,no,unknown,6,may,744,1,-1,0,unknown,no
management,married,tertiary,no,42,1680,yes,no,unknown,6,may,765,1,-1,0,unknown,no
blue-collar,married,secondary,no,39,0,yes,no,unknown,6,may,262,1,-1,0,unknown,no
blue-collar,married,primary,no,40,46,yes,no,unknown,6,may,119,1,-1,0,unknown,no
blue-collar,married,secondary,no,32,320,yes,no,unknown,6,may,198,2,-1,0,unknown,no
admin.,married,secondary,no,55,183,yes,no,unknown,6,may,150,1,-1,0,unknown,no
blue-collar,married,secondary,no,45,39,no,no,unknown,6,may,241,1,-1,0,unknown,no
management,single,tertiary,no,35,560,yes,no,unknown,6,may,181,1,-1,0,unknown,no
technician,divorced,secondary,no,58,469,no,no,unknown,6,may,196,1,-1,0,unknown,no
admin.,married,secondary,no,35,530,yes,no,unknown,6,may,149,1,-1,0,unknown,no
services,married,primary,no,49,61,yes,no,unknown,6,may,246,1,-1,0,unknown,no
technician,single,tertiary,no,34,242,yes,no,unknown,6,may,112,1,-1,0,unknown,no
blue-collar,married,secondary,no,36,139,yes,no,unknown,6,may,309,2,-1,0,unknown,no
self-employed,single,secondary,no,24,0,yes,no,unknown,6,may,278,1,-1,0,unknown,no
technician,married,secondary,no,34,367,yes,no,unknown,6,may,140,1,-1,0,unknown,no
admin.,divorced,secondary,no,51,228,yes,no,unknown,6,may,136,1,-1,0,unknown,no
technician,single,unknown,no,39,45248,yes,no,unknown,6,may,1623,1,-1,0,unknown,yes
self-employed,married,unknown,no,50,-84,yes,no,unknown,6,may,101,1,-1,0,unknown,no
services,single,secondary,no,32,310,yes,no,unknown,6,may,144,1,-1,0,unknown,no
blue-collar,married,unknown,no,42,132,yes,no,unknown,6,may,238,1,-1,0,unknown,no
technician,married,secondary,no,50,797,yes,no,unknown,6,may,354,1,-1,0,unknown,no
services,married,secondary,no,40,71,no,no,unknown,6,may,79,1,-1,0,unknown,no
management,divorced,unknown,no,46,2,yes,no,unknown,6,may,187,1,-1,0,unknown,no
management,married,tertiary,no,37,231,yes,yes,unknown,6,may,451,2,-1,0,unknown,no
blue-collar,married,secondary,no,34,270,yes,yes,unknown,6,may,159,1,-1,0,unknown,no
blue-collar,married,secondary,no,44,274,yes,yes,unknown,6,may,409,1,-1,0,unknown,no
admin.,single,secondary,no,40,-109,yes,yes,unknown,6,may,170,1,-1,0,unknown,no
technician,married,secondary,no,37,1,yes,no,unknown,6,may,608,1,-1,0,unknown,yes
blue-collar,single,secondary,yes,33,-60,no,no,unknown,6,may,243,1,-1,0,unknown,no
blue-collar,married,secondary,no,35,89,yes,no,unknown,6,may,145,2,-1,0,unknown,no
blue-collar,divorced,secondary,no,58,-11,no,no,unknown,6,may,112,1,-1,0,unknown,no
blue-collar,married,primary,no,39,0,yes,no,unknown,6,may,262,2,-1,0,unknown,no
blue-collar,married,secondary,no,43,-509,yes,no,unknown,6,may,124,1,-1,0,unknown,no
unemployed,married,primary,no,39,408,yes,no,unknown,6,may,53,1,-1,0,unknown,no
services,single,primary,no,36,58,yes,no,unknown,6,may,134,1,-1,0,unknown,no
retired,single,secondary,no,57,1640,no,yes,unknown,6,may,204,4,-1,0,unknown,no
admin.,single,secondary,no,36,20,yes,no,unknown,6,may,186,1,-1,0,unknown,no
blue-collar,married,primary,no,50,71,yes,no,unknown,6,may,678,1,-1,0,unknown,no
blue-collar,married,secondary,no,55,52,yes,no,unknown,6,may,182,1,-1,0,unknown,no
self-employed,married,tertiary,no,44,292,yes,no,unknown,6,may,162,1,-1,0,unknown,no
services,divorced,secondary,no,44,424,yes,no,unknown,6,may,27,1,-1,0,unknown,no
housemaid,single,primary,no,39,109,yes,no,unknown,6,may,699,3,-1,0,unknown,no
blue-collar,married,unknown,no,46,1044,yes,no,unknown,6,may,43,1,-1,0,unknown,no
blue-collar,married,secondary,no,39,983,yes,no,unknown,6,may,97,1,-1,0,unknown,no
admin.,married,secondary,no,34,869,no,no,unknown,6,may,1677,1,-1,0,unknown,yes
blue-collar,married,primary,no,40,668,yes,no,unknown,6,may,283,2,-1,0,unknown,no
management,married,tertiary,no,50,964,yes,no,unknown,6,may,323,1,-1,0,unknown,no
management,single,secondary,no,31,301,yes,no,unknown,6,may,82,1,-1,0,unknown,no
admin.,single,secondary,no,37,140,yes,no,unknown,6,may,310,1,-1,0,unknown,no
management,single,secondary,no,39,1877,yes,no,unknown,6,may,185,1,-1,0,unknown,no
blue-collar,married,primary,no,51,1127,yes,no,unknown,6,may,47,1,-1,0,unknown,no
technician,married,secondary,no,41,871,yes,no,unknown,6,may,145,1,-1,0,unknown,no
technician,married,secondary,no,41,767,yes,yes,unknown,6,may,204,1,-1,0,unknown,no
blue-collar,married,secondary,no,43,0,no,no,unknown,6,may,187,1,-1,0,unknown,no
services,single,secondary,no,30,209,yes,no,unknown,6,may,30,2,-1,0,unknown,no
management,divorced,primary,no,54,0,no,no,unknown,6,may,472,1,-1,0,unknown,no
blue-collar,divorced,secondary,no,43,110,yes,yes,unknown,6,may,448,1,-1,0,unknown,no
management,divorced,tertiary,no,59,-76,yes,yes,unknown,6,may,264,1,-1,0,unknown,no
technician,married,unknown,no,47,178,yes,no,unknown,6,may,169,1,-1,0,unknown,no
blue-collar,married,primary,no,40,-66,yes,no,unknown,6,may,288,1,-1,0,unknown,no
technician,married,secondary,no,32,0,yes,no,unknown,6,may,176,2,-1,0,unknown,no
blue-collar,married,secondary,no,29,1,yes,no,unknown,6,may,215,1,-1,0,unknown,no
blue-collar,married,secondary,no,36,0,yes,no,unknown,6,may,337,1,-1,0,unknown,no
unemployed,married,tertiary,no,55,5345,no,no,unknown,6,may,278,1,-1,0,unknown,no
blue-collar,divorced,secondary,no,30,-209,yes,no,unknown,6,may,188,2,-1,0,unknown,no
admin.,single,secondary,no,39,0,yes,no,unknown,6,may,174,2,-1,0,unknown,no
blue-collar,divorced,secondary,no,39,42,yes,no,unknown,6,may,226,2,-1,0,unknown,no
blue-collar,divorced,secondary,no,50,41,yes,no,unknown,6,may,190,1,-1,0,unknown,no
blue-collar,married,secondary,no,44,-99,yes,no,unknown,6,may,111,2,-1,0,unknown,no
technician,single,secondary,no,37,17,yes,no,unknown,6,may,164,1,-1,0,unknown,no
admin.,married,primary,no,46,276,yes,yes,unknown,6,may,157,2,-1,0,unknown,no
technician,single,unknown,no,32,-170,no,no,unknown,6,may,46,1,-1,0,unknown,no
management,single,tertiary,no,37,230,yes,yes,unknown,6,may,374,1,-1,0,unknown,no
blue-collar,married,secondary,no,29,9,yes,no,unknown,6,may,349,1,-1,0,unknown,no
blue-collar,married,secondary,no,41,946,yes,no,unknown,6,may,325,1,-1,0,unknown,no
blue-collar,married,primary,no,45,1297,yes,no,unknown,6,may,233,2,-1,0,unknown,no
retired,divorced,secondary,no,57,-331,yes,no,unknown,6,may,531,1,-1,0,unknown,no
blue-collar,single,secondary,no,48,44,yes,no,unknown,6,may,153,1,-1,0,unknown,no
retired,married,secondary,yes,60,15,no,no,unknown,6,may,80,1,-1,0,unknown,no
admin.,single,secondary,no,26,712,yes,no,unknown,6,may,232,1,-1,0,unknown,no
retired,married,secondary,no,58,5435,yes,no,unknown,6,may,118,1,-1,0,unknown,no
admin.,married,secondary,no,34,507,yes,no,unknown,6,may,190,1,-1,0,unknown,no
unemployed,divorced,secondary,no,55,387,yes,no,unknown,6,may,918,1,-1,0,unknown,yes
blue-collar,married,primary,no,41,0,yes,yes,unknown,6,may,238,1,-1,0,unknown,no
management,divorced,secondary,no,50,1716,yes,no,unknown,6,may,82,1,-1,0,unknown,no
entrepreneur,married,secondary,no,49,167,yes,yes,unknown,6,may,198,3,-1,0,unknown,no
admin.,married,unknown,no,44,40,no,yes,unknown,6,may,160,2,-1,0,unknown,no
blue-collar,married,primary,no,44,148,yes,no,unknown,6,may,211,1,-1,0,unknown,no
technician,married,secondary,no,31,17,yes,yes,unknown,6,may,120,1,-1,0,unknown,no
blue-collar,single,tertiary,no,34,1011,yes,no,unknown,6,may,136,1,-1,0,unknown,no
management,single,unknown,no,46,1527,yes,no,unknown,6,may,269,1,-1,0,unknown,no
management,married,tertiary,no,42,744,no,no,unknown,6,may,157,1,-1,0,unknown,no
admin.,married,secondary,no,52,484,yes,no,unknown,6,may,128,1,-1,0,unknown,no
management,single,tertiary,no,29,0,yes,no,unknown,6,may,211,1,-1,0,unknown,no
retired,married,primary,no,53,136,yes,no,unknown,6,may,267,2,-1,0,unknown,no
blue-collar,married,secondary,no,43,1335,yes,no,unknown,6,may,371,2,-1,0,unknown,no
management,married,secondary,no,38,517,yes,no,unknown,6,may,288,2,-1,0,unknown,no
management,married,tertiary,no,46,459,yes,no,unknown,6,may,221,1,-1,0,unknown,no
management,divorced,unknown,no,48,549,yes,no,unknown,6,may,427,1,-1,0,unknown,no
admin.,divorced,secondary,no,30,83,yes,yes,unknown,6,may,310,1,-1,0,unknown,no
blue-collar,married,primary,no,44,213,no,no,unknown,6,may,158,1,-1,0,unknown,no
housemaid,married,primary,no,31,203,yes,no,unknown,6,may,604,3,-1,0,unknown,no
services,single,secondary,no,42,518,yes,no,unknown,6,may,198,1,-1,0,unknown,no
management,single,tertiary,no,40,3877,yes,no,unknown,6,may,145,1,-1,0,unknown,no
admin.,married,secondary,no,52,1236,yes,no,unknown,6,may,247,1,-1,0,unknown,no
blue-collar,divorced,secondary,no,45,756,yes,no,unknown,6,may,179,2,-1,0,unknown,no
blue-collar,married,secondary,no,48,157,yes,no,unknown,6,may,73,1,-1,0,unknown,no
blue-collar,married,primary,no,45,-66,yes,no,unknown,6,may,263,2,-1,0,unknown,no
blue-collar,married,unknown,no,34,245,yes,no,unknown,6,may,13,1,-1,0,unknown,no
blue-collar,married,primary,no,34,-144,yes,no,unknown,6,may,79,2,-1,0,unknown,no
blue-collar,married,secondary,no,46,71,yes,no,unknown,6,may,416,1,-1,0,unknown,no
services,divorced,secondary,no,49,505,yes,no,unknown,6,may,162,1,-1,0,unknown,no
technician,married,primary,no,50,249,yes,no,unknown,6,may,129,1,-1,0,unknown,no
admin.,single,secondary,no,34,0,yes,no,unknown,6,may,150,1,-1,0,unknown,no
unemployed,single,secondary,no,40,11,yes,no,unknown,6,may,43,1,-1,0,unknown,no
admin.,married,secondary,no,36,639,yes,no,unknown,6,may,191,1,-1,0,unknown,no
blue-collar,divorced,unknown,no,59,124,yes,no,unknown,6,may,26,1,-1,0,unknown,no
blue-collar,married,secondary,no,45,82,yes,no,unknown,6,may,250,1,-1,0,unknown,no
self-employed,married,tertiary,no,36,107,yes,no,unknown,6,may,146,1,-1,0,unknown,no
services,married,secondary,no,56,473,yes,no,unknown,6,may,416,1,-1,0,unknown,no
services,divorced,secondary,no,42,372,yes,yes,unknown,6,may,121,2,-1,0,unknown,no
admin.,married,secondary,no,30,46,yes,no,unknown,6,may,114,2,-1,0,unknown,no
student,single,tertiary,no,30,34,yes,no,unknown,6,may,289,1,-1,0,unknown,no
